session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
1,1,fy25x4qr,1,consent_start2,Consent,1487816339,12,1,False
1,1,fy25x4qr,2,consent_start2,Introduction,1487816413,74,1,False
1,1,fy25x4qr,3,consent_start2,Proceed,1487816444,31,1,False
1,1,fy25x4qr,4,ultimatum_banker,WaitToStart,1487816444,0,1,False
1,1,fy25x4qr,5,ultimatum_banker,Offer,1487816519,75,1,True
1,1,fy25x4qr,6,ultimatum_banker,WaitForProposer,1487816519,0,1,False
1,1,fy25x4qr,8,ultimatum_banker,ResultsWaitPage,1487816534,15,1,False
1,2,2lxgl199,1,consent_start2,Consent,1487816430,4,1,False
1,2,2lxgl199,2,consent_start2,Introduction,1487816433,3,1,False
1,2,2lxgl199,3,consent_start2,Proceed,1487816436,3,1,False
1,2,2lxgl199,4,ultimatum_banker,WaitToStart,1487816445,9,1,False
1,2,2lxgl199,6,ultimatum_banker,WaitForProposer,1487816519,74,1,False
1,2,2lxgl199,7,ultimatum_banker,Accept,1487816530,11,1,False
1,2,2lxgl199,8,ultimatum_banker,ResultsWaitPage,1487816531,1,1,False
2,1,al40vk33,1,consent_start2,Consent,1487816585,3,2,False
2,1,al40vk33,2,consent_start2,Introduction,1487816588,3,2,False
2,1,al40vk33,3,consent_start2,Proceed,1487816590,2,2,False
2,1,al40vk33,4,ultimatum_banker,WaitToStart,1487816603,13,2,False
2,1,al40vk33,5,ultimatum_banker,Offer,1487816610,7,2,False
2,1,al40vk33,6,ultimatum_banker,WaitForProposer,1487816610,0,2,False
2,1,al40vk33,8,ultimatum_banker,ResultsWaitPage,1487816670,60,2,False
2,2,dv9olh4m,1,consent_start2,Consent,1487816598,4,2,False
2,2,dv9olh4m,2,consent_start2,Introduction,1487816601,3,2,False
2,2,dv9olh4m,3,consent_start2,Proceed,1487816603,2,2,False
2,2,dv9olh4m,4,ultimatum_banker,WaitToStart,1487816603,0,2,False
2,2,dv9olh4m,6,ultimatum_banker,WaitForProposer,1487816610,7,2,False
2,2,dv9olh4m,7,ultimatum_banker,Accept,1487816670,60,2,True
2,2,dv9olh4m,8,ultimatum_banker,ResultsWaitPage,1487816670,0,2,False
3,1,ojmv01hq,1,consent_start2,Consent,1487819145,7,3,False
3,1,ojmv01hq,2,consent_start2,Introduction,1487819150,5,3,False
3,1,ojmv01hq,3,consent_start2,Proceed,1487819152,2,3,False
3,1,ojmv01hq,4,ultimatum_banker,WaitToStart,1487819165,13,3,False
3,1,ojmv01hq,5,ultimatum_banker,Offer,1487819173,8,3,False
3,1,ojmv01hq,6,ultimatum_banker,WaitForProposer,1487819173,0,3,False
3,1,ojmv01hq,8,ultimatum_banker,ResultsWaitPage,1487819183,10,3,False
3,1,ojmv01hq,9,ultimatum_banker,Results,1487819306,123,3,False
3,1,ojmv01hq,10,ultimatum_banker,Validation,1487819308,2,3,False
3,2,yireul3u,1,consent_start2,Consent,1487819160,4,3,False
3,2,yireul3u,2,consent_start2,Introduction,1487819163,3,3,False
3,2,yireul3u,3,consent_start2,Proceed,1487819165,2,3,False
3,2,yireul3u,4,ultimatum_banker,WaitToStart,1487819165,0,3,False
3,2,yireul3u,6,ultimatum_banker,WaitForProposer,1487819174,9,3,False
3,2,yireul3u,7,ultimatum_banker,Accept,1487819182,8,3,False
3,2,yireul3u,8,ultimatum_banker,ResultsWaitPage,1487819183,1,3,False
3,2,yireul3u,9,ultimatum_banker,Results,1487819257,74,3,False
3,2,yireul3u,10,ultimatum_banker,Validation,1487819259,2,3,False
5,1,mts34jik,1,consent_start2,Consent,1487819751,9,5,False
5,1,mts34jik,2,consent_start2,Introduction,1487819772,21,5,False
5,2,a8netjsx,1,consent_start2,Consent,1487823359,3609,5,True
5,2,a8netjsx,2,consent_start2,Introduction,1487825177,1818,5,True
5,3,vlid2f15,1,consent_start2,Consent,1487823364,3608,5,True
5,3,vlid2f15,2,consent_start2,Introduction,1487825177,1813,5,True
5,4,zhhdxwtr,1,consent_start2,Consent,1487823374,3610,5,True
5,4,zhhdxwtr,2,consent_start2,Introduction,1487825186,1812,5,True
5,5,1eufd7gz,1,consent_start2,Consent,1487819775,10,5,False
5,5,1eufd7gz,2,consent_start2,Introduction,1487819839,64,5,False
5,5,1eufd7gz,3,consent_start2,Proceed,1487819848,9,5,False
5,5,1eufd7gz,4,ultimatum_banker,WaitToStart,1487819898,50,5,False
5,5,1eufd7gz,5,ultimatum_banker,Offer,1487819916,18,5,False
5,5,1eufd7gz,6,ultimatum_banker,WaitForProposer,1487819916,0,5,False
5,5,1eufd7gz,8,ultimatum_banker,ResultsWaitPage,1487819931,15,5,False
5,5,1eufd7gz,9,ultimatum_banker,Results,1487820304,373,5,False
5,5,1eufd7gz,10,ultimatum_banker,Validation,1487820307,3,5,False
5,6,bvjbsz2h,1,consent_start2,Consent,1487819823,50,5,False
5,6,bvjbsz2h,2,consent_start2,Introduction,1487819831,8,5,False
5,6,bvjbsz2h,3,consent_start2,Proceed,1487819832,1,5,False
5,6,bvjbsz2h,4,ultimatum_banker,WaitToStart,1487819833,1,5,False
5,6,bvjbsz2h,5,ultimatum_banker,Offer,1487819901,68,5,True
5,6,bvjbsz2h,6,ultimatum_banker,WaitForProposer,1487819901,0,5,False
5,6,bvjbsz2h,8,ultimatum_banker,ResultsWaitPage,1487819957,56,5,False
5,7,fn1slzk6,1,consent_start2,Consent,1487819783,7,5,False
5,7,fn1slzk6,2,consent_start2,Introduction,1487819790,7,5,False
5,7,fn1slzk6,3,consent_start2,Proceed,1487819796,6,5,False
5,7,fn1slzk6,4,ultimatum_banker,WaitToStart,1487819833,37,5,False
5,7,fn1slzk6,6,ultimatum_banker,WaitForProposer,1487819902,69,5,False
5,7,fn1slzk6,7,ultimatum_banker,Accept,1487819945,43,5,False
5,7,fn1slzk6,8,ultimatum_banker,ResultsWaitPage,1487819945,0,5,False
5,7,fn1slzk6,9,ultimatum_banker,Results,1487820107,162,5,False
5,7,fn1slzk6,10,ultimatum_banker,Validation,1487820110,3,5,False
5,8,zybou9zb,1,consent_start2,Consent,1487820381,593,5,False
5,8,zybou9zb,2,consent_start2,Introduction,1487820493,112,5,False
5,8,zybou9zb,3,consent_start2,Proceed,1487820497,4,5,False
5,8,zybou9zb,4,ultimatum_banker,WaitToStart,1487820498,1,5,False
5,8,zybou9zb,5,ultimatum_banker,Offer,1487820534,36,5,False
5,8,zybou9zb,6,ultimatum_banker,WaitForProposer,1487820535,1,5,False
5,8,zybou9zb,8,ultimatum_banker,ResultsWaitPage,1487820579,44,5,False
5,8,zybou9zb,9,ultimatum_banker,Results,1487820775,196,5,False
5,8,zybou9zb,10,ultimatum_banker,Validation,1487820779,4,5,False
5,9,g4pu5vep,1,consent_start2,Consent,1487819831,14,5,False
5,9,g4pu5vep,2,consent_start2,Introduction,1487819886,55,5,False
5,9,g4pu5vep,3,consent_start2,Proceed,1487819896,10,5,False
5,9,g4pu5vep,4,ultimatum_banker,WaitToStart,1487819897,1,5,False
5,9,g4pu5vep,6,ultimatum_banker,WaitForProposer,1487819916,19,5,False
5,9,g4pu5vep,7,ultimatum_banker,Accept,1487819931,15,5,False
5,9,g4pu5vep,8,ultimatum_banker,ResultsWaitPage,1487819931,0,5,False
5,9,g4pu5vep,9,ultimatum_banker,Results,1487820196,265,5,False
5,9,g4pu5vep,10,ultimatum_banker,Validation,1487820200,4,5,False
5,10,xqrfndvu,1,consent_start2,Consent,1487819902,46,5,False
5,10,xqrfndvu,2,consent_start2,Introduction,1487821713,1811,5,True
5,11,cwirj2zh,1,consent_start2,Consent,1487819882,11,5,False
5,11,cwirj2zh,2,consent_start2,Introduction,1487819891,9,5,False
5,11,cwirj2zh,3,consent_start2,Proceed,1487819908,17,5,False
5,11,cwirj2zh,4,ultimatum_banker,WaitToStart,1487820077,169,5,False
5,11,cwirj2zh,5,ultimatum_banker,Offer,1487820147,70,5,True
5,11,cwirj2zh,6,ultimatum_banker,WaitForProposer,1487820147,0,5,False
5,11,cwirj2zh,8,ultimatum_banker,ResultsWaitPage,1487820162,15,5,False
5,12,bj9f5e99,1,consent_start2,Consent,1487819962,32,5,False
5,12,bj9f5e99,2,consent_start2,Introduction,1487820060,98,5,False
5,12,bj9f5e99,3,consent_start2,Proceed,1487820074,14,5,False
5,12,bj9f5e99,4,ultimatum_banker,WaitToStart,1487820075,1,5,False
5,12,bj9f5e99,6,ultimatum_banker,WaitForProposer,1487820148,73,5,False
5,12,bj9f5e99,7,ultimatum_banker,Accept,1487820157,9,5,False
5,12,bj9f5e99,8,ultimatum_banker,ResultsWaitPage,1487820158,1,5,False
5,12,bj9f5e99,9,ultimatum_banker,Results,1487820351,193,5,False
5,12,bj9f5e99,10,ultimatum_banker,Validation,1487820356,5,5,False
5,13,velpfxq5,1,consent_start2,Consent,1487820000,14,5,False
5,13,velpfxq5,2,consent_start2,Introduction,1487820076,76,5,False
5,13,velpfxq5,3,consent_start2,Proceed,1487820089,13,5,False
5,13,velpfxq5,4,ultimatum_banker,WaitToStart,1487820138,49,5,False
5,13,velpfxq5,5,ultimatum_banker,Offer,1487820168,30,5,False
5,13,velpfxq5,6,ultimatum_banker,WaitForProposer,1487820169,1,5,False
