session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
2,1,lw3cqot0,1,consent_start3,Consent,1487548913,5,2,False
2,1,lw3cqot0,2,consent_start3,Introduction,1487548920,7,2,False
2,1,lw3cqot0,3,consent_start3,Proceed,1487548931,11,2,False
2,1,lw3cqot0,4,ultimatum_customer,WaitToStart,1487548946,15,2,False
2,1,lw3cqot0,5,ultimatum_customer,Offer,1487549026,80,2,True
2,1,lw3cqot0,6,ultimatum_customer,WaitForProposer,1487549027,1,2,False
2,1,lw3cqot0,8,ultimatum_customer,ResultsWaitPage,1487549039,12,2,False
2,2,tkw5r2pp,1,consent_start3,Consent,1487548938,3,2,False
2,2,tkw5r2pp,2,consent_start3,Introduction,1487548941,3,2,False
2,2,tkw5r2pp,3,consent_start3,Proceed,1487548946,5,2,False
2,2,tkw5r2pp,4,ultimatum_customer,WaitToStart,1487548946,0,2,False
2,2,tkw5r2pp,6,ultimatum_customer,WaitForProposer,1487549027,81,2,False
2,2,tkw5r2pp,7,ultimatum_customer,Accept,1487549038,11,2,False
2,2,tkw5r2pp,8,ultimatum_customer,ResultsWaitPage,1487549038,0,2,False
2,2,tkw5r2pp,9,ultimatum_customer,Results,1487549180,142,2,False
2,2,tkw5r2pp,10,ultimatum_customer,Validation,1487549181,1,2,False
3,1,r8hb22ly,1,consent_start3,Consent,1487549519,110,3,False
3,1,r8hb22ly,2,consent_start3,Introduction,1487549526,7,3,False
3,1,r8hb22ly,3,consent_start3,Proceed,1487549528,2,3,False
3,1,r8hb22ly,4,ultimatum_customer,WaitToStart,1487549529,1,3,False
3,1,r8hb22ly,5,ultimatum_customer,Offer,1487549550,21,3,False
3,1,r8hb22ly,6,ultimatum_customer,WaitForProposer,1487549551,1,3,False
3,1,r8hb22ly,8,ultimatum_customer,ResultsWaitPage,1487549574,23,3,False
3,1,r8hb22ly,9,ultimatum_customer,Results,1487549737,163,3,False
3,1,r8hb22ly,10,ultimatum_customer,Validation,1487549739,2,3,False
3,2,9nocfrvd,1,consent_start3,Consent,1487551709,2298,3,False
3,2,9nocfrvd,2,consent_start3,Introduction,1487551711,2,3,False
3,3,noyypoi4,1,consent_start3,Consent,1487549429,13,3,False
3,3,noyypoi4,2,consent_start3,Introduction,1487549447,18,3,False
3,3,noyypoi4,3,consent_start3,Proceed,1487549454,7,3,False
3,3,noyypoi4,4,ultimatum_customer,WaitToStart,1487549455,1,3,False
3,3,noyypoi4,5,ultimatum_customer,Offer,1487549495,40,3,False
3,3,noyypoi4,6,ultimatum_customer,WaitForProposer,1487549495,0,3,False
3,3,noyypoi4,8,ultimatum_customer,ResultsWaitPage,1487549581,86,3,False
3,3,noyypoi4,9,ultimatum_customer,Results,1487549765,184,3,False
