participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
71,wlg83y6l,,0,0,10,,,,,,0,0,,,71,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
72,e31wwomm,,0,0,10,,,,,,0,0,,,72,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
73,rcv4srbl,,0,0,10,,,,,,0,0,,,73,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
74,jrke4042,,0,0,10,,,,,,0,0,,,74,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
75,s5tws5xh,,0,0,10,,,,,,0,0,,,75,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
76,0hgbfgdr,,0,0,10,,,,,,0,0,,,76,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
77,xqcc93ol,,0,0,10,,,,,,0,0,,,77,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
78,nmioqbhi,,0,0,10,,,,,,0,0,,,78,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
79,e27sw488,,0,0,10,,,,,,0,0,,,79,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
80,mbf8svbm,,0,0,10,,,,,,0,0,,,80,0,1,1,jdgb9oif,,,,,3XUSYT70ITG49TU2U7CA7899NYD0DB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
1,yowi2okx,,0,11,10,ultimatum_banker,1,Validation,10.145.25.250,2017-02-23 13:55:44.489400+00:00,0,1,AQL960O0LTRI8,3DR23U6WE6TD3S3NE6G5MLPJY5OETZ,1,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
2,tvcfvc8o,,0,10,10,ultimatum_banker,1,Validation,10.63.100.77,2017-02-23 13:55:48.193253+00:00,0,1,A3C9PTN49QTVFN,3HHRAGRYX9KGV47YAEEK0XIL80R9OY,2,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
3,ytfn7mjt,,0,9,10,ultimatum_banker,1,Results,10.142.142.206,2017-02-23 13:55:49.266242+00:00,0,1,ADT6AD3LK64AH,3A4TN5196LX81LSEILTLIEMS2ZGHCZ,3,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
4,pnitji8u,,0,3,10,consent_start2,1,Proceed,10.41.215.197,2017-02-23 13:55:50.687687+00:00,0,1,A3RIBFIB7C8D20,3F6HPJW4JEFD0TV1GRQF74NT5WG2WB,4,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
5,3ufgeihm,,0,11,10,ultimatum_banker,1,Validation,10.13.194.229,2017-02-23 13:55:52.485477+00:00,0,1,A3NHMKVK98NY7I,3TXD01ZLD5WAB3LJP5U2IVZU4U14UA,5,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
6,syvp88pt,,0,11,10,ultimatum_banker,1,Validation,10.140.231.210,2017-02-23 13:55:53.532434+00:00,0,1,A11S8IAAVDXCUS,3ZPBJO59KQGI6DYSIHOW2K4ANZSHDZ,6,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
7,jegw3yfb,,0,11,10,ultimatum_banker,1,Validation,10.145.25.250,2017-02-23 13:59:24.689781+00:00,0,1,A2KVYRNL2CK95F,31Q0U3WYDQURLTC4PFIPA5E7KZT71X,7,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
8,axrjo9lr,,0,9,10,ultimatum_banker,1,Results,10.145.25.250,2017-02-23 13:55:55.252788+00:00,0,1,A2YGAEODJ5SSF6,3E47SOBEYRB8XG3YO3B6IQN72CVCIN,8,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
9,4riwqt17,,0,11,10,ultimatum_banker,1,Validation,10.16.227.41,2017-02-23 13:55:56.729127+00:00,0,1,A37Y1OJCIRM3TG,34HJIJKLP6BAOIAJUV47EH1DI1A4VZ,9,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
10,sm2kezvm,,0,11,10,ultimatum_banker,1,Validation,10.236.12.50,2017-02-23 13:55:57.447764+00:00,0,1,A3O676PV7LO7X0,3JMSRU9HQJ9SGK7CJ1GKN3D4VQ4EVF,10,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
11,xwbuv84v,,0,11,10,ultimatum_banker,1,Validation,10.81.172.78,2017-02-23 13:55:58.065384+00:00,0,1,A1P6OXEJ86HQRM,3KJYX6QCMAQ0R0T4X2RBKJQW0Y0JV5,11,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
12,awfuwv2m,,0,11,10,ultimatum_banker,1,Validation,10.149.111.149,2017-02-23 13:56:03.379733+00:00,0,1,A3OG5VGNMPI0NF,3NAPMVF0ZXUYAEU08JI3FOOCC5772E,12,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
13,92uiq6ct,,0,9,10,ultimatum_banker,1,Results,10.171.127.156,2017-02-23 13:59:52.927778+00:00,0,1,A13VIJ7G997ZCY,3SITXWYCNWOMD60N9PFCAG4484YXB0,13,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
14,rdnl4icg,,0,11,10,ultimatum_banker,1,Validation,10.63.100.77,2017-02-23 13:56:03.824551+00:00,0,1,A1WOV2JIV5I9VE,39L1G8WVWR69KABHN3FZXO2RFX731O,14,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
15,ycqmzsbl,,0,11,10,ultimatum_banker,1,Validation,10.109.163.176,2017-02-23 13:56:08.008497+00:00,0,1,A2VE5IV9OD2SK1,3FUI0JHJPYD5UDPWA7TILHHODHL33G,15,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
16,eu3xk9m6,,0,9,10,ultimatum_banker,1,Results,10.155.222.143,2017-02-23 13:56:08.741409+00:00,0,1,A1823B3S2PJMGQ,3RSDURM96B19KE2HOC34U2HYD76EYO,16,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
17,kiotrlyz,,0,9,10,ultimatum_banker,1,Results,10.16.227.159,2017-02-23 13:56:10.503523+00:00,0,1,A19OIKS5TWXCGS,34PGFRQONPQD6PT9NCW76L9A772JWF,17,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
18,bm3npbmb,,0,11,10,ultimatum_banker,1,Validation,10.154.74.169,2017-02-23 13:56:19.322689+00:00,0,1,AW20MQTG1Z8LF,3X65QVEQI12ANHB4968JA6FZJGPCL1,18,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
19,jtod5dz2,,0,3,10,consent_start2,1,Proceed,10.43.206.154,2017-02-23 13:56:35.771470+00:00,0,1,AHSQOWJG4HA3S,34MAJL3QP52QC980ALY1VM9URHH341,19,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
20,9eczbxbc,,0,11,10,ultimatum_banker,1,Validation,10.145.25.250,2017-02-23 13:56:33.694644+00:00,0,1,A1GHMM8WNMYZSN,3VELCLL3GLY40MRA7YG1YXROINCF19,20,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
21,xfahe8fx,,0,11,10,ultimatum_banker,1,Validation,10.154.74.169,2017-02-23 13:56:35.495525+00:00,0,1,A1MTQP7TA5RCOB,3GGAI1SQEWDUTZTP9I9YAJUOJLFCM3,21,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
22,tw7vq3g7,,0,11,10,ultimatum_banker,1,Validation,10.37.191.73,2017-02-23 13:56:39.057559+00:00,0,1,AGQPTDG6ZF3T3,33JKGHPFYD9DK3QGY8ICQUO0IPTMNV,22,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
23,oa5mj336,,0,9,10,ultimatum_banker,1,Results,10.97.201.159,2017-02-23 13:56:44.266096+00:00,0,1,A2UVEVCYVC553J,3L6L49WXW1CTQOV4O4MUAJ7E5D854T,23,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
24,js4hzfaz,,0,3,10,consent_start2,1,Proceed,10.141.27.204,2017-02-23 13:56:52.261276+00:00,0,1,AYD2LKV6C5F2S,3VD82FOHKR3IT2E1MYOB2NJTELUCOI,24,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
25,xxco0htt,,0,3,10,consent_start2,1,Proceed,10.150.135.91,2017-02-23 13:57:11.670476+00:00,0,1,A2873IWWYUPLSP,3RSDURM96B19KE2HOC34U2HYD76EYO,25,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
26,af60zhj0,,0,9,10,ultimatum_banker,1,Results,10.63.231.107,2017-02-23 13:57:16.219020+00:00,0,1,A3R6HC9OAF77Q2,3UXUOQ9OKFCNFHP4LYBIL67AOTZ7AL,26,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
27,mcespsk5,,0,11,10,ultimatum_banker,1,Validation,10.13.211.115,2017-02-23 13:57:38.425811+00:00,0,1,A3CF8ULBSE8MTL,3A4TN5196LX81LSEILTLIEMS2ZGCHU,27,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
28,0y5ks8vv,,0,11,10,ultimatum_banker,1,Validation,10.186.58.177,2017-02-23 13:58:21.922100+00:00,0,1,A32M5FDKCPHMA,3WMINLGALCITRYK0CFJT1SZOP4QACH,28,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
29,lm3ip0bc,,0,11,10,ultimatum_banker,1,Validation,10.63.30.96,2017-02-23 13:58:23.561259+00:00,0,1,A1YPKT2UPUQ464,30JNVC0ORAZCVM2XN3UG2JB96EHHQ4,29,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
30,fhnjls8z,,0,11,10,ultimatum_banker,1,Validation,10.171.127.156,2017-02-23 13:58:39.930963+00:00,0,1,A130V7ERVRCTP4,3RSDURM96B19KE2HOC34U2HYD76EYO,30,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
31,0jg3a7fj,,0,11,10,ultimatum_banker,1,Validation,10.170.176.153,2017-02-23 13:59:46.123998+00:00,0,1,A2FZE7CARM54IG,3DBQWDE4Y7DFCW5A691Q9SDEWU3N56,31,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
32,4qt981kw,,0,3,10,consent_start2,1,Proceed,10.79.219.198,2017-02-23 14:01:38.512996+00:00,0,1,AAKBYJD64R6K,3F1567XTNXKJGGKEPR6OP2DLN19Q9N,32,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
33,xvs5n461,,0,9,10,ultimatum_banker,1,Results,10.231.231.232,2017-02-23 14:01:43.563502+00:00,0,1,AUVC78LEL0T6L,3Q5ZZ9ZEVPUU9PI607C7RVNJ7Z4853,33,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
34,lcb0ejmy,,0,11,10,ultimatum_banker,1,Validation,10.186.38.2,2017-02-23 14:02:05.873948+00:00,0,1,A2XJH3WC02RMXQ,31QNSG6A5S89WTWPO0R4PF1FY5Z87I,34,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
35,pd59pt6s,,0,11,10,ultimatum_banker,1,Validation,10.41.215.197,2017-02-23 14:02:39.669581+00:00,0,1,A1757KKX3H7G80,3300DTYQT3W0BCBVX2MAHGEWEYPQEX,35,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
36,e4ee9dyx,,0,11,10,ultimatum_banker,1,Validation,10.45.50.47,2017-02-23 14:08:15.834618+00:00,0,1,AMNRYECHXZY34,3WJEQKOXA9H94VA2WIU9KWGXL701AJ,36,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
37,rro2um3i,,0,11,10,ultimatum_banker,1,Validation,10.69.198.55,2017-02-23 14:09:34.157249+00:00,0,1,A1YGENVE7OI5JL,3F1567XTNXKJGGKEPR6OP2DLN199Q6,37,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
38,mi4q3uv2,,0,11,10,ultimatum_banker,1,Validation,10.238.25.185,2017-02-23 14:10:50.082515+00:00,0,1,A610SH5RY1NG1,3SB4CE2TJWAHUWVV3BFGF5KYQMDXA5,38,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
39,izn7msyt,,0,3,10,consent_start2,1,Proceed,10.93.229.188,2017-02-23 14:11:36.963742+00:00,0,1,A2AK649KPZ2IZN,3TGOYF991Y19S1FY4BLKVZXO37PUUN,39,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
40,ll344550,,0,3,10,consent_start2,1,Proceed,10.109.135.32,2017-02-23 14:12:40.777429+00:00,0,1,A2BW6WD7LZ9EGV,352YTHGROWS56HFZP6N3ZGA4AM04HA,40,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
41,snmo5419,,0,11,10,ultimatum_banker,1,Validation,10.63.30.96,2017-02-23 14:14:25.721153+00:00,0,1,ARX78WUC6UXWB,3JMSRU9HQJ9SGK7CJ1GKN3D4VQ5EVG,41,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
42,pa1v6e3s,,0,9,10,ultimatum_banker,1,Results,10.203.237.92,2017-02-23 14:14:38.564806+00:00,0,1,A1NW6Q6P3NBHWE,3YMTUJH0DTVVBQ6UP04SDZDSLGV4TK,42,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
43,lhr90imy,,0,9,10,ultimatum_banker,1,Results,10.71.207.7,2017-02-23 14:27:40.269817+00:00,0,1,AELOYBHVZFDW9,3F0BG9B9MQ2OBZN714PYOSPHRK3Y7N,43,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
44,a62podmb,,0,9,10,ultimatum_banker,1,Results,10.158.177.57,2017-02-23 14:27:41.894331+00:00,0,1,A2JZP4AZI1RTG4,31LM9EDVOM7NJVKVVB5KA2WJEVZJNP,44,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
45,xryjiuwq,,0,11,10,ultimatum_banker,1,Validation,10.79.145.167,2017-02-23 14:37:32.628625+00:00,0,1,A3D3NEQ158WUB0,3JNQLM5FT51XPZJ2CDJDYT6D7PE2LK,45,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
46,22mhtk5e,,0,11,10,ultimatum_banker,1,Validation,10.109.163.176,2017-02-23 14:44:31.151095+00:00,0,1,AK3H5QRAROFGP,374TNBHA8CAYHHSMX3Y4OJ6CWAWQYE,46,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
47,bg8agd27,,0,10,10,ultimatum_banker,1,Validation,10.178.64.67,2017-02-23 14:56:13.155833+00:00,0,1,A7J4Y6FOPZ8YV,3A9AA95ATX1FFHHNMOEIDHI9W975PN,47,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
48,tb7qwhj3,,0,9,10,ultimatum_banker,1,Results,10.158.165.5,2017-02-23 14:59:01.692793+00:00,0,1,AJQS1T44TD8QN,3WJ1OXY92BVRFVUNV33OZ635ZD88AC,48,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
49,5vqcqxp8,,0,3,10,consent_start2,1,Proceed,10.13.211.115,2017-02-23 15:05:00.084056+00:00,0,1,A9KHK0MZRZS39,3FTF2T8WLSXO0DG0105UHRV7B2TW90,49,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
50,iwv3o711,,0,3,10,consent_start2,1,Proceed,10.93.229.188,2017-02-23 15:09:05.005298+00:00,0,1,ATP5AJPL8E56O,3TOK3KHVJUXCHLJ5VHG0M1RFDA77OO,50,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
51,57ee7y7j,,0,3,10,consent_start2,1,Proceed,10.41.203.70,2017-02-23 15:12:36.175890+00:00,0,1,A3PG5AKYG7QW2,34J10VATJGDCRHDHTLC12VCO6R0IQ2,51,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
52,j4lw2xza,,0,10,10,ultimatum_banker,1,Validation,10.43.206.154,2017-02-23 15:12:40.155949+00:00,0,1,A1FE42UO0OK48C,3S4AW7T80CX7SDYPGR21R83BR3CL41,52,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
53,y6uuqt9g,,0,9,10,ultimatum_banker,1,Results,10.152.74.104,2017-02-23 15:22:07.034835+00:00,0,1,A726VAH3Z12JD,3CP1TO84PUGJNAGHKQ36H4AGLZH522,53,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
54,wy1oy4h9,,0,11,10,ultimatum_banker,1,Validation,10.61.238.152,2017-02-23 15:26:03.147701+00:00,0,1,A2957SZ7ZI6H19,3TUI152ZZC21RBHJLERVAWV2PPQQ1J,54,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
55,7imhjt5x,,0,9,10,ultimatum_banker,1,Results,10.164.172.163,2017-02-23 15:34:40.087387+00:00,0,1,AUGDGQESOVR9H,3R2PKQ87NXNL62FP1S5KLMSJWQ4MIK,55,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
56,qg281ltt,,0,11,10,ultimatum_banker,1,Validation,10.155.222.143,2017-02-23 15:49:10.747535+00:00,0,1,ACNID00UIEL1T,3FQ5JJ512M3IUFQDDW5WBHWWTK4NKX,56,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
57,r0pmgnsq,,0,9,10,ultimatum_banker,1,Results,10.93.232.18,2017-02-23 16:48:50.294549+00:00,0,1,A23OR0D1FCUVMM,31QTRG6Q2USDH5R7XQJFOEG2REHYP2,57,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
58,lme5u03y,,0,3,10,consent_start2,1,Proceed,10.109.135.32,2017-02-23 17:00:17.144522+00:00,0,1,AEQ95NMC3VXQ5,3AQF3RZ559XZ78S7D4SITTI5QY46FA,58,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
59,cnh42o4x,,0,9,10,ultimatum_banker,1,Results,10.13.194.229,2017-02-23 17:19:58.637319+00:00,0,1,A14J86Y1L3RCQ0,3BEFOD78W78RYVGAG33GRLI0R8BM4D,59,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
60,u2gxjb0c,,0,4,10,ultimatum_banker,1,WaitToStart,10.45.85.125,2017-02-23 17:21:30.617507+00:00,0,1,A3JIPIR860JFU5,35USIKEBNSVBV05OBSBV1YRESPR6NI,60,0,1,1,agxlz0gq,,,,,3XU80RHWHZV88LTAKXYJG75GRY844S,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
1,jp0klck2,,0,3,10,consent_start2,1,Proceed,10.179.183.149,2017-02-23 15:54:18.650130+00:00,0,1,A1BEBN58T1E0TH,3JCG6DTRV45P8F106THABX3AX1JQQF,1,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
2,g6ih9q7i,,0,9,10,ultimatum_banker,1,Results,10.109.135.32,2017-02-23 16:24:57.988532+00:00,0,1,A3RVYJNYREMTAH,3XCC1ODXDMQPKGG0J86AGNDFTNLQRG,2,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
3,gihp73k8,,0,9,10,ultimatum_banker,1,Results,10.236.12.50,2017-02-23 15:54:23.171018+00:00,0,1,AFU00NU09CFXE,3SKEMFQBZ4KXR8397UGDTK614P5K86,3,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
4,7s0r9agi,,0,11,10,ultimatum_banker,1,Validation,10.157.160.84,2017-02-23 15:54:27.892702+00:00,0,1,A1QG4WF9ZTZTK2,3ERET4BTVNOX5DMJCMMRTG1COVNK9V,4,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
5,9fungpxb,,0,11,10,ultimatum_banker,1,Validation,10.169.124.243,2017-02-23 15:54:32.389486+00:00,0,1,A2UNSF09FWX9S8,3U088ZLJVL864JSN14M1OGUE8Y2W0R,5,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
6,h3tfrl3x,,0,11,10,ultimatum_banker,1,Validation,10.158.160.96,2017-02-23 15:54:42.277765+00:00,0,1,AU8YVB738G6C,32Z9ZLUT1MZ9AAPH8Q2CDEG9RD5HO2,6,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
7,w5fglhvd,,0,11,10,ultimatum_banker,1,Validation,10.179.235.253,2017-02-23 15:54:47.144648+00:00,0,1,A2VLOL5DA4M2T1,35DR22AR5EZHABWAUW06SX6SKCT3XN,7,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
8,gloxgvag,,0,11,10,ultimatum_banker,1,Validation,10.79.145.167,2017-02-23 15:54:50.800952+00:00,0,1,A19334QPYR2HHO,3JCG6DTRV45P8F106THABX3AX1JQQF,8,0,1,1,uite5cgi,,,,,38Z7YZ2SB3H95XFN3J70DBG4S8RQIB,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
